fic,gvkey,datadate,iid,conm
NLD,104751,31/1/06,01W,ROYAL REESINK
NLD,104753,31/1/06,01W,NEDAP NV
NLD,104755,31/1/06,01W,ACOMO N V
BMU,104759,31/1/06,01W,GEMDALE PROPERTIES AND INVT
NLD,104761,31/1/06,01W,RANDSTAD NV
THA,104768,31/1/06,01W,BANGKOK LAND PCL
HKG,104779,31/1/06,01W,GUANGDONG INVESTMENT LTD
GBR,104792,31/1/06,01W,VARDY (REG) PLC
GBR,104795,31/1/06,01W,SERCO GROUP PLC
GBR,104796,31/1/06,01W,PINEWOOD TECHNOLOGIES GROUP
GBR,104799,31/1/06,01W,SPRING GROUP PLC
MYS,104814,31/1/06,01W,TENAGA NASIONAL BHD
GBR,104822,31/1/06,01W,ALUMASC GROUP PLC
NZL,104831,31/1/06,01W,SPARK NEW ZEALAND LTD
HKG,104832,31/1/06,01W,HON KWOK LAND INVT CO LTD
AUT,104843,31/1/06,01W,ATB-AUSTRIA ANTRIEBSTECHNIK
JPN,104865,31/5/06,01W,RASA INDUSTRIES LTD
GBR,104849,31/1/06,01W,MTL INSTRUMENTS
GBR,104850,31/1/06,01W,PROTHERICS PLC
GBR,104851,31/1/06,01W,HARVARD INTL PLC
GBR,104852,31/1/06,01W,WYEVALE GARDEN CENTERS PLC
GBR,104853,31/1/06,01W,HARDYS & HANSONS PLC
JPN,104854,31/1/06,01W,UNICHARM CORPORATION
GBR,104855,31/1/06,02W,APPRECIATE GROUP PLC
JPN,104856,31/1/06,01W,DANTO HLDGS CORP
JPN,104857,31/1/06,01W,TEIKOKU SEN-I CO LTD
JPN,104858,31/1/06,01W,SHIMANO INC
GBR,104860,31/1/06,01W,JAMES HALSTEAD PLC
JPN,104861,31/1/06,01W,SUMISEKI MATERIALS CO LTD
NLD,104862,31/1/06,01W,USG PEOPLE NV
FRA,104864,31/1/06,01W,ICADE
JPN,104871,31/1/06,01W,SHINAGAWA REFRACTORIES CO
JPN,104940,31/8/13,01W,KEIHAN HOLDINGS CO LTD
JPN,104872,31/1/06,01W,NIPPON CARBIDE INDUST CO LTD
JPN,104873,31/1/06,01W,TOHO ZINC CO LTD
JPN,104877,31/1/06,01W,KOKUSAI KOGYO HOLDINGS CO
JPN,104880,31/1/06,01W,S SCIENCE CO LTD
FRA,104881,31/1/06,01W,TF1 SA
ZAF,104883,31/1/06,02W,JOHNNIC HOLDINGS LTD
BMU,104885,31/1/06,01W,GREENHEART GROUP LTD
JPN,104887,31/1/06,01W,AOYAMA TRADING CO LTD
JPN,104888,31/1/06,01W,NIPPON SYNTHETIC CHEM INDUST
SWE,104961,28/2/18,08W,LINDAB INTL AB
JPN,104889,31/1/06,01W,FURUKAWA BATTERY CO LTD
JPN,104890,31/1/06,01W,DESCENTE LTD
JPN,104891,31/1/06,01W,JAPAN AIRPORT TERMINAL CO
JPN,104892,31/1/06,01W,SHIMACHU CO LTD
JPN,104893,31/1/06,01W,NANKAI ELECTRIC RAILWAY CO
JPN,104894,31/1/06,01W,YOMIURI LAND CO LTD
,129038,31/1/06,01W,
GBR,104898,31/1/06,01W,HOWDEN JOINERY GROUP PLC
GBR,104904,31/1/06,01W,VERNALIS PLC
GBR,104907,31/1/06,01W,CAPITA PLC
GBR,104913,31/1/06,01W,HOMESERVE PLC
ITA,104923,31/1/06,01W,SOGEFI SPA
FIN,104927,31/1/06,01W,FINNLINES OY
GBR,104930,31/1/06,01W,HUNTLEIGH TECHNOLOGY PLC
ITA,104932,31/1/06,01W,GRUPPO WASTE ITALIA SPA
ZAF,104935,31/1/06,01W,ELB GROUP LTD
JPN,104941,31/1/06,01W,TOKO INC
JPN,104942,31/1/06,01W,ANDO CORP
AUT,104943,31/1/06,01W,FRAUENTHAL HOLDING AG
AUS,104944,31/1/06,01W,CONSOLIDATED MEDIA HLDGS LTD
ESP,104947,31/1/06,01W,ADVEO GROUP INTERNATIONAL
JPN,104948,31/1/06,01W,TAISEI ROTEC CORP
JPN,104950,31/1/06,01W,FAMILYMART CO LTD
GBR,104951,31/1/06,01W,ZETEX PLC
ESP,104952,31/1/06,01W,ITINERE INFRAESTRUCTURAS SA
GBR,104954,31/1/06,01W,LEEDS GROUP PLC
ESP,104955,31/1/06,01W,URBAS GRUPO FINANCIERO SA
FIN,104956,31/1/06,01W,RAUTARUUKKI OYJ
SWE,104957,31/1/06,01W,GAMBRO AB
AUS,104958,31/1/06,01W,FAIRFAX MEDIA LTD
AUS,104960,31/1/06,01W,OVATO LTD
GBR,104967,31/1/06,01W,MOBICO GROUP PLC
MEX,106743,31/1/06,02W,GRUPO MINSA S A DE C V
BMU,104970,31/1/06,01W,GIORDANO INTERNATIONAL LTD
BMU,104979,31/1/06,01W,NIMBLE HOLDINGS CO LTD
BMU,104980,31/1/06,01W,TIAN AN MEDICARE LIMITED
SWE,104981,31/1/06,01W,SECURITAS AB
BMU,104986,31/1/06,01W,BOE VARITRONIX LTD
BMU,104994,31/1/06,01W,YUE YUEN INDUSTRIAL (HLDGS)
ESP,104997,31/1/06,01W,INMOBILIARIA COLONIAL
BMU,105001,31/1/06,01W,CHEN HSONG HOLDINGS LTD
BMU,105004,31/1/06,01W,DIT GROUP LTD
BMU,105011,31/1/06,01W,DTXS SILK ROAD INVESTMENT
BMU,105028,31/1/06,01W,FDG ELECTRIC VEHICLES LTD
HKG,105036,31/1/06,01W,CHINA OVERSEAS LAND & INVEST
DNK,105071,31/1/06,01W,POTAGUA FLS AS
DEU,105072,31/1/06,01W,WALTER BAU AG
JPN,105082,31/1/06,01W,LINTEC CORP
MEX,105089,31/1/06,04W,CEMEX S A B DE C V
ESP,105097,31/1/06,01W,PESCANOVA SA
MEX,105104,31/1/06,02W,WAL MART DE MEXICO S A B D
JPN,105105,31/1/06,01W,KEIYO CO LTD
MEX,105111,31/1/06,05W,INDUSTRIAS PENOLES SAB DE CV
NZL,105112,31/1/06,01W,HALLENSTEIN GLASSON HOLDINGS
NZL,105116,31/1/06,01W,ECHELON RESOURCES LTD
AUS,105117,31/1/06,02W,SEVEN WEST MEDIA LTD
NZL,105118,31/1/06,01W,PORT OF TAURANGA LTD
ITA,105127,31/1/06,01W,FINARTE CASA D'ASTE SPA
JPN,105130,31/1/06,01W,SAKATA SEED CORP
ITA,105131,31/1/06,01W,BESTBE HOLDING SPA
CYM,105133,31/1/06,01W,INTL BRIQUETTES HOLDING
JPN,105145,31/1/06,01W,SPACE VALUE HOLDINGS CO LTD
JPN,105148,31/1/06,01W,HITACHI TRANSPORT SYSTEM LTD
JPN,105150,31/1/06,01W,HOSOKAWA MICRON CORP
JPN,105153,31/1/06,01W,RYOYO ELECTRO CORP
COL,105163,31/1/06,01W,CORP FIN COLUMBIANA SA
ECU,105167,31/1/06,01W,HOLCIM ECUADOR SA
MYS,105187,31/1/06,01W,APL INDUSTRY BHD
BMU,105189,31/1/06,01W,RARE EARTH MAGNESIUM TECH
MYS,105194,31/1/06,01W,NCB HOLDINGS BHD
HKG,105198,31/1/06,01W,CITIC LTD
IND,105208,31/1/06,01W,PENTAMEDIA GRAPHICS LTD
BHR,105408,31/1/06,01W,ARAB INSURANCE GROUP (BSC)
AUS,105420,31/1/06,01W,ARGOSY MINERALS LTD
MAR,105544,31/1/06,01W,BQE MAROCAINE COMM EXTERIEUR
BRA,105649,31/1/06,02W,CYRELA BRAZIL REALTY SA
,105786,31/1/06,01W,
PRT,105890,31/1/06,01W,CIMPOR-CIMENTOS DE PORTUGAL
,106203,31/1/06,01W,
CYM,106248,31/1/06,01W,EGANAGOLDPFEIL HLDGS LTD
PRT,106276,31/1/06,01W,MOTA-ENGIL SGPS SA
BRA,106333,31/1/06,01W,EUCATEX SA IND E COMERCIO
VEN,106380,31/1/06,01W,FONDO VALORES INMOBILIARIOS
MEX,106393,31/1/06,01W,FARMACIAS BENAVIDES SA DE CV
AUS,106438,31/1/06,01W,FAR LTD
,162400,30/4/20,01W,
,131178,31/8/18,01W,
MEX,106747,31/1/06,02W,GRUPO HERDEZ SAB DE CV
IND,106755,31/1/06,01W,AMBUJA CEMENTS LTD
BMU,106768,31/1/06,01W,SUNCORP TECHNOLOGIES LTD
GRC,106815,31/1/06,01W,OTE - HELLENIC TELECOM ORG
ITA,107037,31/1/06,01W,INTERPUMP GROUP SPA
JAM,107078,31/1/06,01W,JAMAICA BRLERS GRP LTD
HKG,107114,31/1/06,01W,GALAXY ENTERTAINMENT GROUP
BMU,107115,31/1/06,01W,K WAH INTERNATIONAL HLDGS
AUS,107162,31/12/22,04W,TOUBANI RESOURCES LTD
RUS,107184,31/1/06,01W,KUZBASS POWER & ELECTRI PJSC
HKG,107225,31/1/06,01W,LENOVO GROUP LTD
JEY,107272,31/5/10,01W,SERINUS ENERGY PLC
BMU,107335,31/1/06,01W,LISI GROUP (HOLDINGS) LTD
IRL,107442,31/1/06,01W,AVENTINE RESOURCES PLC
LUX,107580,30/4/06,01W,NORTHLAND RESOURCES SE
,107712,31/1/06,01W,
BMU,107813,31/1/06,01W,BLUE RIVER HOLDINGS LTD
POL,107932,31/1/06,01W,PROKOM SOFTWARE SA
BRA,108098,31/1/06,01W,ROSSI RESIDENCIAL SA
RUS,116368,31/10/09,01W,UNITED MACHINE BUILDING PLAN
DNK,108147,31/1/06,01W,MT HOJGAARD HOLDING AS
AUS,108173,31/1/06,01W,CGA MINING LTD
DEU,108182,31/1/06,01W,SCHWARZ PHARMA AG
RUS,108215,31/1/06,01W,SEVERSKY TUBE WORK
GBR,108395,31/1/06,01W,INVU PLC
TWN,108411,31/1/06,01W,SYNNEX TECH INTL CORP
,108425,31/1/06,01W,
DEU,108446,31/1/06,01W,TARKETT AG
BRA,108464,31/1/06,01W,TEKA-TECELAGEM KUEHNRICH SA
FRA,108564,31/1/06,01W,TRANSGENE SA
RUS,108692,31/1/06,01W,URALSVYAZINFORM OJSC
CHN,108893,31/1/06,01W,YANKUANG ENERGY GROUP CO
,108984,31/1/06,01W,
,108985,31/1/06,01W,
,108998,31/1/06,01W,
,109018,31/1/06,01W,
GBR,109179,31/1/06,01W,SVF HOLDCO UK LIMITED
,109183,31/1/06,01W,
TUR,109299,31/1/06,01W,AKBANK T A S
,110645,31/1/06,01W,
BRA,111320,31/1/06,02W,ENGIE BRASIL ENERGIA SA
,111721,31/1/06,01W,
BRA,111941,31/1/06,01W,GERDAU SA
FRA,112040,31/1/06,01W,RHODIA
NLD,112116,31/1/06,01W,POSTNL NV
GRC,112296,31/1/06,01W,HELLENIQ ENERGY HOLDINGS SA
GBR,112408,31/1/06,01W,SKYEPHARMA PLC
ISR,112413,31/1/06,01W,RETALIX LTD
,113611,31/1/06,01W,
MEX,113919,31/1/06,01W,MOVILACCESS SA
KOR,114657,31/1/06,01W,HANSOL HOLDINGS CO LTD
CHE,114927,31/1/06,01W,SWISSCOM AG
DEU,114961,31/1/06,01W,IXOS SOFTWARE AG
,115519,31/1/06,01W,
TUR,116435,31/1/06,01W,PARK ELEKTRIK URETIM MADENCI
,116590,31/1/06,01W,
FIN,116961,31/12/12,01W,VALMET CORP
AUS,117116,31/1/06,01W,KAZIA THERAPEUTICS LIMITED
JEY,117844,30/4/08,03W,HERITAGE OIL LIMITED
DEU,118484,31/1/06,01W,PRIMACOM AG
,118834,31/1/06,01W,
MWI,118958,31/1/06,01W,PRESS CORPORATION PLC
ARG,119093,31/1/06,01W,BANCO HIPOTECARIO SA
AUS,127842,30/11/14,02W,PILOT ENERGY LTD
,119414,31/1/06,01W,
,119477,31/1/06,01W,
,119597,31/1/06,01W,
EGY,119754,31/1/06,01W,EFG HOLDING COMPANY
,120154,31/1/06,01W,
POL,120293,31/1/06,01W,AGORA SA
,120315,31/1/06,01W,
RUS,120453,31/1/06,01W,AVTOVAZ PJSC
JAM,120454,30/6/13,01W,INNOVATIVE ENERGY GROUP LTD
BMU,120475,31/1/06,01W,YEEBO INTL HOLDINGS LTD
,120633,31/1/06,01W,
ISR,120860,31/1/06,02W,AUDIOCODES LTD
,120955,31/1/06,01W,
,120956,31/1/06,01W,
FRA,121143,31/1/06,01W,WAVECOM SA
CHE,121738,31/1/06,01W,IQ POWER TECHNOLOGIES AG
ISR,121793,31/12/06,01W,CYREN LTD
,121835,31/1/06,01W,
CYM,122062,31/1/06,01W,CDC CORP
RUS,122165,31/3/06,01W,BURYATZOLOTO PJSC
NLD,122234,31/1/06,01W,TELE2 NETHERLANDS HOLDING NV
POL,122337,31/1/06,01W,NETIA S.A
,122361,31/1/06,01W,
,122434,31/1/06,01W,
JPN,122537,31/1/06,01W,INTERNET INITIATIVE JAPAN INC
,122737,31/1/06,01W,
,122742,31/1/06,01W,
,122845,31/1/06,01W,
ISR,122874,31/1/06,01W,GOLDEN ENERGY POWER LTD
,123138,31/1/06,01W,
BLZ,123394,31/1/06,01W,CARIBBEAN INVESTMENT HOLDING
,124324,31/1/06,01W,
,124594,31/1/06,01W,
BRA,124617,31/1/06,01W,ULTRAPAR PARTICIPACOES SA
GBR,124637,31/1/06,01W,QXL RICARDO PLC
,124684,31/1/06,01W,
,124976,31/1/06,01W,
DEU,124996,31/1/06,01W,EPCOS AG
ISR,125074,31/1/06,02W,RADWARE LTD
ISR,125114,31/1/06,01W,JACADA LTD
ISR,125378,31/1/06,01W,PARTNER COMMUNICATIONS CO
,125379,31/1/06,01W,
DEU,125434,31/1/06,01W,CELANESE AG
BRA,125457,31/1/06,01W,RIO PARANAPANEMA ENERGIA SA
SGP,125599,31/1/06,01W,CHARTERED SEMICONDUCTOR MFG
,125794,31/1/06,01W,
FRA,125863,31/1/06,01W,VANTIVA SA
NLD,126154,31/1/06,01W,KPNQWEST NV
HKG,126596,31/1/06,01W,I-CABLE COMMUNICATIONS LTD
ISR,127114,31/1/06,01W,METALINK LTD
,127281,31/1/06,01W,
SGP,127460,31/1/06,01W,IDT HOLDINGS SINGAPORE LTD
POL,127579,31/1/06,02W,ABADON REAL ESTATE SA
ARG,127694,31/1/06,01W,MIRGOR SA CIFIA
MEX,127839,31/1/06,01W,G. COLLADO SA DE CV
,128078,31/1/06,01W,
ARG,128600,31/1/06,01W,PETROBRAS ENERGIA PARTICIPAC
,128638,31/1/06,01W,
SGP,128763,31/1/06,01W,STATS CHIPPAC LTD
,128765,31/1/06,01W,
,128779,31/1/06,01W,
,128798,31/1/06,01W,
,128818,31/1/06,01W,
,128838,31/1/06,01W,
,128858,31/1/06,01W,
,128859,31/1/06,01W,
,128860,31/1/06,01W,
,128878,31/1/06,01W,
,128879,31/1/06,01W,
,128898,31/1/06,01W,
,128918,31/1/06,01W,
,128938,31/1/06,01W,
,128939,31/1/06,01W,
,128940,31/1/06,01W,
,128998,31/1/06,01W,
,128999,31/1/06,01W,
,129039,31/1/06,01W,
,129040,31/1/06,01W,
,129041,31/1/06,01W,
,129058,31/1/06,01W,
,129059,31/1/06,01W,
,129060,31/1/06,01W,
,129079,31/1/06,01W,
,129080,31/1/06,01W,
,129081,31/1/06,01W,
,129084,31/1/06,01W,
,129178,31/1/06,01W,
,129198,31/1/06,01W,
,129218,31/1/06,01W,
,129219,31/1/06,01W,
,129238,31/1/06,01W,
,129258,31/1/06,01W,
,129278,31/1/06,01W,
,129279,31/1/06,01W,
,129298,31/1/06,01W,
,129318,31/1/06,01W,
,129338,31/1/06,01W,
,129358,31/1/06,01W,
,129378,31/1/06,01W,
,129379,31/1/06,01W,
,129398,31/1/06,01W,
,129399,31/1/06,01W,
,129441,31/1/06,01W,
,129458,31/1/06,01W,
,129459,31/1/06,01W,
,129460,31/1/06,01W,
,129461,31/1/06,01W,
,129462,31/1/06,01W,
,129463,31/1/06,01W,
,129464,31/1/06,01W,
,129465,31/1/06,01W,
,129468,31/1/06,01W,
,129475,31/1/06,01W,
,129476,31/1/06,01W,
,129477,31/1/06,01W,
,129478,31/1/06,01W,
,129479,31/1/06,01W,
,129480,31/1/06,01W,
,129481,31/1/06,01W,
,129538,31/1/06,01W,
,129558,31/1/06,01W,
,129578,31/1/06,01W,
,129579,31/1/06,01W,
,129580,31/1/06,01W,
,129598,31/1/06,01W,
,129599,31/1/06,01W,
,129600,31/1/06,01W,
,129618,31/1/06,01W,
,129619,31/1/06,01W,
,129621,31/1/06,01W,
,129627,31/1/06,01W,
,129633,31/1/06,01W,
,129636,31/1/06,01W,
,129637,31/1/06,01W,
,129638,31/1/06,01W,
,129658,31/1/06,01W,
,129659,31/1/06,01W,
,129678,31/1/06,01W,
,129679,31/1/06,01W,
,129698,31/1/06,01W,
,129718,31/1/06,01W,
,129719,31/1/06,01W,
,129720,31/1/06,01W,
,129721,31/1/06,01W,
,129722,31/1/06,01W,
,129738,31/1/06,01W,
,129758,31/1/06,01W,
,129778,31/1/06,01W,
,129779,31/1/06,01W,
,129780,31/1/06,01W,
,129798,31/1/06,01W,
,129799,31/1/06,01W,
,129800,31/1/06,01W,
,129801,31/1/06,01W,
,129818,31/1/06,01W,
,129819,31/1/06,01W,
,129820,31/1/06,01W,
,129821,31/1/06,01W,
,129822,31/1/06,01W,
,129824,31/1/06,01W,
,129838,31/1/06,01W,
,129842,31/1/06,01W,
,129843,31/1/06,01W,
,129844,31/1/06,01W,
,129845,31/1/06,01W,
,129846,31/1/06,01W,
,129847,31/1/06,01W,
,129878,31/1/06,01W,
,129881,31/1/06,01W,
,129883,31/1/06,01W,
,129884,31/1/06,01W,
,129941,31/1/06,01W,
,129958,31/1/06,01W,
,129959,31/1/06,01W,
,129978,31/1/06,01W,
,129998,31/1/06,01W,
,130018,31/1/06,01W,
,130019,31/1/06,01W,
,130020,31/1/06,01W,
,130021,31/1/06,01W,
,130022,31/1/06,01W,
,130023,31/1/06,01W,
,130038,31/1/06,01W,
,130058,31/1/06,01W,
,130059,31/1/06,01W,
,130060,31/1/06,01W,
,130061,31/1/06,01W,
,130062,31/1/06,01W,
,130063,31/1/06,01W,
,130064,31/1/06,01W,
,130065,31/1/06,01W,
,130066,31/1/06,01W,
,130068,31/1/06,01W,
,130069,31/1/06,01W,
,130070,31/1/06,01W,
,130071,31/1/06,01W,
,130072,31/1/06,01W,
,130073,31/1/06,01W,
,130074,31/1/06,01W,
,130075,31/1/06,01W,
,130076,31/1/06,01W,
,130077,31/1/06,01W,
,130078,31/1/06,01W,
,130079,31/1/06,01W,
,130080,31/1/06,01W,
,130081,31/1/06,01W,
,130082,31/1/06,01W,
,130158,31/1/06,01W,
,130178,31/1/06,01W,
,130179,31/1/06,01W,
,130180,31/1/06,01W,
,130181,31/1/06,01W,
,130182,31/1/06,01W,
,130183,31/1/06,01W,
,130184,31/1/06,01W,
,130185,31/1/06,01W,
,130186,31/1/06,01W,
,130187,31/1/06,01W,
,130188,31/1/06,01W,
,130189,31/1/06,01W,
,130190,31/1/06,01W,
,130191,31/1/06,01W,
,130192,31/1/06,01W,
,130193,31/1/06,01W,
,130194,31/1/06,01W,
,130202,31/1/06,01W,
,130204,31/1/06,01W,
,130438,31/1/06,01W,
,130439,31/1/06,01W,
,130440,31/1/06,01W,
,130441,31/1/06,01W,
,130442,31/1/06,01W,
,130443,31/1/06,01W,
,130444,31/1/06,01W,
,130445,31/1/06,01W,
,130446,31/1/06,01W,
,130447,31/1/06,01W,
,130448,31/1/06,01W,
,130449,31/1/06,01W,
,130450,31/1/06,01W,
,130451,31/1/06,01W,
,130452,31/1/06,01W,
,130453,31/1/06,01W,
,130454,31/1/06,01W,
,130455,31/1/06,01W,
,130456,31/1/06,01W,
,130457,31/1/06,01W,
,130458,31/1/06,01W,
,130459,31/1/06,01W,
,130460,31/1/06,01W,
,130461,31/1/06,01W,
,130462,31/1/06,01W,
,130478,31/1/06,01W,
,130479,31/1/06,01W,
,130480,31/1/06,01W,
,130481,31/1/06,01W,
,130482,31/1/06,01W,
,130483,31/1/06,01W,
,130484,31/1/06,01W,
,130522,31/1/06,01W,
,130526,31/1/06,01W,
,130527,31/1/06,01W,
,130528,31/1/06,01W,
,130529,31/1/06,01W,
,130538,31/1/06,01W,
,130539,31/1/06,01W,
,130540,31/1/06,01W,
,130541,31/1/06,01W,
,130542,31/1/06,01W,
,130543,31/1/06,01W,
,130544,31/1/06,01W,
,130658,31/1/06,01W,
,130678,31/1/06,01W,
,130679,31/1/06,01W,
,130698,31/1/06,01W,
,130699,31/1/06,01W,
,130700,31/1/06,01W,
,130701,31/1/06,01W,
,130702,31/1/06,01W,
,130718,31/1/06,01W,
,130738,31/1/06,01W,
,130739,31/1/06,01W,
,130740,31/1/06,01W,
,130741,31/1/06,01W,
,130742,31/1/06,01W,
,130743,31/1/06,01W,
,130769,31/1/06,01W,
,130770,31/1/06,01W,
,130771,31/1/06,01W,
,130778,31/1/06,01W,
,130798,31/1/06,01W,
,130818,31/1/06,01W,
,130838,31/1/06,01W,
,130839,31/1/06,01W,
,130858,31/1/06,01W,
,130859,31/1/06,01W,
,130860,31/1/06,01W,
,130861,31/1/06,01W,
,130878,31/1/06,01W,
,130898,31/1/06,01W,
,130899,31/1/06,01W,
,130900,31/1/06,01W,
,130901,31/1/06,01W,
,130902,31/1/06,01W,
,130903,31/1/06,01W,
,130904,31/1/06,01W,
,130905,31/1/06,01W,
,130906,31/1/06,01W,
,130918,31/1/06,01W,
,130919,31/1/06,01W,
,130920,31/1/06,01W,
,130921,31/1/06,01W,
,130922,31/1/06,01W,
,130923,31/1/06,01W,
,130924,31/1/06,01W,
,130925,31/1/06,01W,
,130926,31/1/06,01W,
,130938,31/1/06,01W,
,130939,31/1/06,01W,
,130940,31/1/06,01W,
,130941,31/1/06,01W,
,130942,31/1/06,01W,
,130943,31/1/06,01W,
,130944,31/1/06,01W,
,130945,31/1/06,01W,
,130946,31/1/06,01W,
,130947,31/1/06,01W,
,130958,31/1/06,01W,
,130961,31/1/06,01W,
,130978,31/1/06,01W,
,130981,31/1/06,01W,
,130982,31/1/06,01W,
,130998,31/1/06,01W,
,130999,31/1/06,01W,
,131000,31/1/06,01W,
,131001,31/1/06,01W,
,131002,31/1/06,01W,
,131003,31/1/06,01W,
,131018,31/1/06,01W,
,131019,31/1/06,01W,
,131020,31/1/06,01W,
,131021,31/1/06,01W,
,131022,31/1/06,01W,
,131023,31/1/06,01W,
,131024,31/1/06,01W,
,131025,31/1/06,01W,
,131026,31/1/06,01W,
,131027,31/1/06,01W,
,131028,31/1/06,01W,
,131029,31/1/06,01W,
,131038,31/1/06,01W,
,131039,31/1/06,01W,
,131040,31/1/06,01W,
,131041,31/1/06,01W,
,131042,31/1/06,01W,
,131043,31/1/06,01W,
,131044,31/1/06,01W,
,131045,31/1/06,01W,
,131046,31/1/06,01W,
,131058,31/1/06,01W,
,131059,31/1/06,01W,
,131060,31/1/06,01W,
,131078,31/1/06,01W,
,131079,31/1/06,01W,
,131080,31/1/06,01W,
,131081,31/1/06,01W,
,131082,31/1/06,01W,
,131083,31/1/06,01W,
,131084,31/1/06,01W,
,131086,31/1/06,01W,
,131100,31/1/06,01W,
,131101,31/1/06,01W,
,131102,31/1/06,01W,
,131103,31/1/06,01W,
,131104,31/1/06,01W,
,131118,31/1/06,01W,
,131119,31/1/06,01W,
,131120,31/1/06,01W,
,131121,31/1/06,01W,
,131138,31/1/06,01W,
,131139,31/1/06,01W,
,131140,31/1/06,01W,
,131141,31/1/06,01W,
,131142,31/1/06,01W,
,131143,31/1/06,01W,
,131144,31/1/06,01W,
,131158,31/1/06,01W,
,131159,31/1/06,01W,
,131161,31/1/06,01W,
,131162,31/1/06,01W,
,131163,31/1/06,01W,
,131164,31/1/06,01W,
,131165,31/1/06,01W,
,131179,31/1/06,01W,
,131198,31/1/06,01W,
,131199,31/1/06,01W,
,131200,31/1/06,01W,
,131218,31/1/06,01W,
,131219,31/1/06,01W,
,131238,31/1/06,01W,
,131239,31/1/06,01W,
,131240,31/1/06,01W,
,131241,31/1/06,01W,
,131242,31/1/06,01W,
,131243,31/1/06,01W,
,131244,31/1/06,01W,
,131245,31/1/06,01W,
,131246,31/1/06,01W,
,131247,31/1/06,01W,
,131248,31/1/06,01W,
,131258,31/1/06,01W,
,131259,31/1/06,01W,
,131260,31/1/06,01W,
,131261,31/1/06,01W,
,131262,31/1/06,01W,
,131279,31/1/06,01W,
,131280,31/1/06,01W,
,131282,31/1/06,01W,
,131298,31/1/06,01W,
,131299,31/1/06,01W,
,131300,31/1/06,01W,
,131301,31/1/06,01W,
,131302,31/1/06,01W,
,131303,31/1/06,01W,
,131304,31/1/06,01W,
,131305,31/1/06,01W,
,131306,31/1/06,01W,
,131320,31/1/06,01W,
,131322,31/1/06,01W,
,131325,31/1/06,01W,
,131326,31/1/06,01W,
,131327,31/1/06,01W,
,131328,31/1/06,01W,
,131329,31/1/06,01W,
,131330,31/1/06,01W,
,131331,31/1/06,01W,
,131338,31/1/06,01W,
,131339,31/1/06,01W,
,131340,31/1/06,01W,
,131341,31/1/06,01W,
,131342,31/1/06,01W,
,131343,31/1/06,01W,
,131344,31/1/06,01W,
,131345,31/1/06,01W,
,131346,31/1/06,01W,
,131347,31/1/06,01W,
,131348,31/1/06,01W,
,131349,31/1/06,01W,
,131350,31/1/06,01W,
,131358,31/1/06,01W,
,131359,31/1/06,01W,
,131360,31/1/06,01W,
,131361,31/1/06,01W,
,131362,31/1/06,01W,
,131363,31/1/06,01W,
,131378,31/1/06,01W,
,131379,31/1/06,01W,
,131380,31/1/06,01W,
,131381,31/1/06,01W,
,131382,31/1/06,01W,
,131383,31/1/06,01W,
,131384,31/1/06,01W,
,131385,31/1/06,01W,
,131398,31/1/06,01W,
,131418,31/1/06,01W,
,131420,31/1/06,01W,
,131428,31/1/06,01W,
,131430,31/1/06,01W,
,131431,31/1/06,01W,
,131432,31/1/06,01W,
,131433,31/1/06,01W,
,131434,31/1/06,01W,
,131435,31/1/06,01W,
,131436,31/1/06,01W,
,131437,31/1/06,01W,
,131438,31/1/06,01W,
,131439,31/1/06,01W,
,131458,31/1/06,01W,
,131459,31/1/06,01W,
,131460,31/1/06,01W,
,131461,31/1/06,01W,
,131462,31/1/06,01W,
,131463,31/1/06,01W,
,131464,31/1/06,01W,
,131478,31/1/06,01W,
,131479,31/1/06,01W,
,131480,31/1/06,01W,
,131481,31/1/06,01W,
,131482,31/1/06,01W,
,131483,31/1/06,01W,
,131484,31/1/06,01W,
,131485,31/1/06,01W,
,131486,31/1/06,01W,
,131498,31/1/06,01W,
,131499,31/1/06,01W,
,131500,31/1/06,01W,
,131501,31/1/06,01W,
,131502,31/1/06,01W,
,131503,31/1/06,01W,
,131504,31/1/06,01W,
,131518,31/1/06,01W,
,131519,31/1/06,01W,
,131538,31/1/06,01W,
,131539,31/1/06,01W,
,131540,31/1/06,01W,
,131541,31/1/06,01W,
,131542,31/1/06,01W,
,131543,31/1/06,01W,
,131544,31/1/06,01W,
,131545,31/1/06,01W,
,131546,31/1/06,01W,
,131547,31/1/06,01W,
,131548,31/1/06,01W,
,131549,31/1/06,01W,
,131558,31/1/06,01W,
,131559,31/1/06,01W,
,131560,31/1/06,01W,
,131561,31/1/06,01W,
,131562,31/1/06,01W,
,131563,31/1/06,01W,
,131598,31/1/06,01W,
,131599,31/1/06,01W,
,131600,31/1/06,01W,
,131601,31/1/06,01W,
,131618,31/1/06,01W,
,131619,31/1/06,01W,
,131620,31/1/06,01W,
,131621,31/1/06,01W,
,131623,31/1/06,01W,
,131624,31/1/06,01W,
,131625,31/1/06,01W,
,131626,31/1/06,01W,
,131627,31/1/06,01W,
,131638,31/1/06,01W,
,131639,31/1/06,01W,
,131640,31/1/06,01W,
,131641,31/1/06,01W,
,131642,31/1/06,01W,
,131643,31/1/06,01W,
,131644,31/1/06,01W,
,131645,31/1/06,01W,
,131646,31/1/06,01W,
,131647,31/1/06,01W,
,131648,31/1/06,01W,
,131649,31/1/06,01W,
,131658,31/1/06,01W,
,131678,31/1/06,01W,
